대여소,상태,주소,위도,경도
구암초등학교 버스정류장,운영중,서울특별시 관악구 양녕로16길 4 구암초등학교 버스정류장,37.489490999999994,126.945923
롯데캐슬엠파이어 옆,운영중,서울특별시 영등포구 의사당대로 127 롯데캐슬엠파이어 옆,37.520695,126.925835
미성아파트 A동 앞,운영중,서울특별시 영등포구 의사당대로 110 미성아파트 A동 앞,37.519363,126.926048
본마을 정류소 앞,운영중,서울특별시 서초구 본마을2길 2 서초구 신원동 485-13,37.453281,127.051483
청계산입구역 1번출구,운영중,서울특별시 서초구 청계산로 지하 179 서초구 신원동 276-1,37.448935999999996,127.054375
청계산입구역 2번출구,운영중,서울특별시 서초구 청계산로 지하 179 서초구 신원동 270-6,37.447659,127.055016
내곡3단지 어린이공원 앞,운영중,서울특별시 서초구 청계산로9길 76 서초구 신원동 411-69,37.453751000000004,127.05938
언남초등학교 앞,운영중,서울특별시 서초구 헌릉로8길 42 서초구 내곡동 123-1,37.454399,127.06230900000001
내곡파출소 뒤 정자,운영중,서울특별시 서초구 헌릉로 226 서초구 내곡동 184-27,37.454407,127.064926
여의도초교 앞,운영중,서울특별시 영등포구 여의대방로 439 여의도초등학교 앞,37.522675,126.93778999999999
반포1동 주민센터 앞,운영중,서울특별시 서초구 사평대로 지하 285 서초구 반포동 128-7,37.505096,127.013107
서초구립반포도서관 앞,운영중,서울특별시 서초구 고무래로 34 서초구 반포동 131-1,37.502635999999995,127.01231399999999
서초현대4차아파트 201동 맞은편,운영중,서울특별시 서초구 고무래로 94 서초구 반포동 131-3,37.500961,127.01792900000001
고속터미널역 5번출구 앞,운영중,서울특별시 서초구 신반포로 지하 188 서초구 반포동 117-4,37.502232,127.00225800000001
신반포역 2번출구 앞,운영중,서울특별시 서초구 신반포로 지하 105 서초구 반포동 128-1,37.504115999999996,126.99748999999998
반포종합운동장 입구,운영중,서울특별시 서초구 신반포로16길 30 서초구 반포동 15-2,37.501713,126.995476
아크로리버뷰 부지 앞,운영중,서울특별시 서초구 나루터로4길 60 서초구 잠원동 78,37.513046,127.005959
"고속터미널역 8-1번, 8-2번 출구 사이",운영중,서울특별시 서초구 신반포로 지하 188 서초구 잠원동 101,37.506199,127.00394399999999
시범아파트버스정류장 옆,운영중,서울특별시 영등포구 63로 45 시범아파트버스정류장 옆,37.520271,126.93888100000001
반포본동 주민센터 앞,운영중,서울특별시 서초구 신반포로 10 서초구 반포동 752,37.500614,126.98616000000001
하나은행 방배동지점 앞,운영중,서울특별시 서초구 방배로 110 서초구 방배동 905-34,37.485611,126.99468200000001
사당역 12번출구 뒤,운영중,서울특별시 동작구 동작대로 지하 3 서초구 방배동 495-3,37.478069,126.982033
방배래미안 정문 앞,운영중,서울특별시 서초구 남부순환로 2183 서초구 방배동 2577,37.472609999999996,126.98300900000001
백석예술대학교 제3캠퍼스 앞,운영중,서울특별시 서초구 방배로9길 23 서초구 방배동 504-4,37.473759,126.99524699999999
신동아럭스빌아파트 앞,운영중,서울특별시 서초구 방배로1길 9 서초구 방배동 1034-2,37.475182000000004,127.00138899999999
방배열린문화센터 앞,운영중,서울특별시 서초구 서초대로 지하 103 서초구 방배동 874-16,37.489052,126.99252299999999
뒷벌공원 옆,운영중,서울특별시 서초구 방배중앙로 131 서초구 방배동 686-152,37.489585999999996,126.986725
로고스교회 맞은 편,운영중,서울특별시 서초구 방배천로 126 서초구 방배동 3151,37.487010999999995,126.98496200000001
진주아파트상가 앞,운영중,서울특별시 영등포구 국제금융로 108-6 진주아파트상가 앞,37.519314,126.933167
이수역 4번 출구,운영중,서울특별시 동작구 사당로 지하 310 서초구 방배동 2298,37.485828000000005,126.982628
삼성타운(삼성생명) A동 맞은편,운영중,서울특별시 서초구 서초대로 405 1377,37.496914000000004,127.02496299999999
서초신동아1차아파트 옆,운영중,서울특별시 서초구 효령로36길 22 서초동 1418,37.491112,127.022957
KT 서초지사 앞,운영중,서울특별시 서초구 사평대로 73 서초구 방배동 1037-2,37.482159,127.002701
서울남부터미널 대합실 입구,운영중,서울특별시 서초구 서초중앙로 지하 31 서초구 서초동 1748-38,37.484558,127.01487
교대역 6번출구,운영중,서울특별시 서초구 서초대로 지하 294 서초구 서초동 1748-6,37.494217,127.01378600000001
롯데캐슬 앞,운영중,서울특별시 영등포구 국제금융로 86 롯데캐슬 앞,37.520088,126.93236499999999
양재전화국 사거리,운영중,서울특별시 강남구 논현로 201 강남구 도곡동 207,37.485378000000004,127.041702
양재역 11번 출구 앞,운영중,서울특별시 서초구 남부순환로 지하 2585 서초구 양재동 105-4,37.483990000000006,127.03418
서울가정법원,운영중,서울특별시 서초구 강남대로 193 서초구 양재동 105-4,37.481491,127.036728
교육개발원입구 교차로,운영중,서울특별시 서초구 바우뫼로1길 35 서초구 양재동 20-40,37.477852,127.03891000000002
양재초등학교 맞은편,운영중,서울특별시 서초구 바우뫼로18길 14 서초구 양재동 127-1,37.473614000000005,127.03051
서울시 품질시험소 앞,운영중,서울특별시 서초구 태봉로 131 서초구 우면동 23-14,37.4692,127.02900700000001
섬들근린공원,운영중,서울특별시 서초구 태봉로2길 24 우면동 718,37.462639,127.026619
서초리슈빌S 글로벌 앞,운영중,서울특별시 서초구 양재대로2길 8 우면동 785,37.459953000000006,127.02474199999999
우솔초등학교 맞은편,운영중,서울특별시 서초구 양재대로2길 74 우면동 754,37.456234,127.019348
앙카라공원 앞,운영중,서울특별시 영등포구 의사당대로 지하166 앙카라공원 앞,37.517368,126.929253
서초유치원 맞은편,운영중,서울특별시 서초구 양재대로2길 74 우면동 754,37.455799,127.01628899999999
더케이호텔 입구(양재2),운영중,서울특별시 서초구 바우뫼로12길 70 더케이호텔 입구(양재2),37.467506,127.034477
하이브랜드 앞,운영중,서울특별시 서초구 매헌로 16 양재동 217-3,37.463322,127.036041
시민의숲역 1번출구 옆,운영중,서울특별시 서초구 매헌로 지하 116 양재동 238,37.47044,127.03885700000001
양재동 꽃시장 입구,운영중,서울특별시 서초구 강남대로 27 양재동 238,37.467690000000005,127.04035900000001
하나로클럽 양재점 맞은편,운영중,서울특별시 서초구 청계산로 10 양재동 238-1,37.462688,127.04611200000001
구룡사 삼거리,운영중,서울특별시 강남구 논현로2길 22 개포동 1277,37.471539,127.050591
잠원역 3번-4번 출구사이,운영중,"서울특별시 서초구 잠원로4길 지하 46 잠원역 3,4번 출구사이",37.512989000000005,127.011177
샛강역 1번출구 앞,운영중,서울특별시 영등포구 의사당대로 지하166 샛강역 1번출구 앞,37.517765000000004,126.92841299999999
한신16차아파트 119동 앞,운영중,서울특별시 서초구 나루터로4길 60 서초구 잠원동 78,37.516597999999995,127.00958999999999
바우뫼문화복지회관,운영중,서울특별시 서초구 바우뫼로 43 서초구 우면동 68-3,37.471928000000005,127.02683999999999
이수역 1번출구,운영중,서울특별시 서초구 동작대로 134 이수역 1번 출구,37.488556,126.982574
이수고가차도 남단,운영중,서울특별시 서초구 동작대로 196 상록빌딩,37.494106,126.98299399999999
서초역 3번출구,운영중,서울특별시 서초동 1748-14 서초역 3번출구,37.49054,127.00816299999998
서초4동주민센터,운영중,서울특별시 서초동 1389 서초4동주민센터,37.502319,127.02226999999999
주홍교 하부,운영중,서울특별시 잠원동 91-29 주홍교 하부,37.510349,127.016052
서초포레스타 7단지,운영중,서울특별시 신원동 266 서초포레스타 7단지,37.448966999999996,127.05773899999998
내방역 8번출구 앞,운영중,서울특별시 서초구 방배로 162 내방역 8번출구 앞,37.487865,126.994293
교대입구 교차로,운영중,서울특별시 서초동 1748-33 교대입구 교차로,37.487309,127.010582
일동제약 사거리,운영중,서울특별시 양재동 67-12 일동제약 사거리,37.477829,127.038269
양재시민의숲역 3번출구,운영중,서울특별시 양재동 316-11 양재시민의숲역 3번출구,37.46965,127.039612
염곡치안센터 건너편,운영중,서울특별시 염곡동 260-1 염곡치안센터 건너편,37.461578,127.048798
영동1교 (양재천근린공원),운영중,서울특별시 양재동 261-23 영동1교 (양재천근린공원),37.474388,127.03890200000001
길마중4교 하부,운영중,서울특별시 잠원동 84-3 길마중4교 하부,37.51487,127.01528200000001
교대역 5번출구뒤,운영중,서울특별시 서초구 서초중앙로 130 교대역 5번출구 뒤,37.493618,127.014183
선유도역 3번출구 앞,운영중,서울특별시 영등포구 양평동4가 202-1 선유도역 3번출구 앞,37.53846,126.894508
서울서초고용센터앞,운영중,서울특별시 서초구 반포대로 43 서울서초고용센터 앞,37.484161,127.010971
연세사랑병원신관앞,운영중,서울특별시 서초구 효령로 10 연세사랑병원신관 앞,37.475978999999995,126.986282
방배래미안아트힐 101동앞,운영중,서울특별시 서초구 남부순환로 2311-12 방배래미안아트힐 101동앞,37.477203,127.00583600000002
그룹한빌딩옆,운영중,서울특별시 서초구 서초대로 62 그룹한빌딩 옆,37.486526,126.989166
CJ오쇼핑앞,운영중,서울특별시 서초구 과천대로 870-13 CJ오쇼핑 앞,37.468102,126.986801
LH서초3단지 301동 맞은편,운영중,서울특별시 서초구 양재대로2길 33 LH서초3단지 301동 맞은편,37.457423999999996,127.02265200000001
탑성마을입구,운영중,서울특별시 서초구 탑성말길 2 탑성마을입구,37.458549,127.055885
능안마을입구,운영중,서울특별시 서초구 능안말길 1-2 능안마을입구,37.45562,127.067101
안골마을입구,운영중,서울특별시 서초구 안골2길 3 안골마을입구,37.455608000000005,127.064453
남태령역 2번출구,운영중,서울특별시 서초구 과천대로 810 남태령역 2번출구,37.464298,126.988525
양평1 보행육교 앞,운영중,서울특별시 영등포구 양평동4가 20-4 양평1 보행육교 앞,37.535872999999995,126.89218100000001
서래마을파리15구공원앞,운영중,서울특별시 서초구 동광로39길 93 서래마을파리15구공원 앞,37.499413,126.99941299999999
무지개아파트 앞,운영중,서울특별시 서초구 효령로 391 무지개아파트 앞,37.488243,127.02701599999999
SPC 앞,운영중,서울특별시 서초구 남부순환로 2620 SPC 앞,37.484798,127.03699499999999
두상빌딩 앞,운영중,서울특별시 서초구 언남길 87 두상빌딩 앞,37.475906,127.04624199999999
남부터미널역 1번출구,운영중,서울특별시 서초구 서초중앙로 38 남부터미널역 1번출구,37.485671999999994,127.015923
래미안서초스위트앞,운영중,서울특별시 서초구 서운로 221 래미안서초스위트앞,37.502410999999995,127.021606
한전아트센터 앞,운영중,서울특별시 서초구 효령로72길 60 한전아트센터 앞,37.486469,127.02806100000001
영등포구청역 1번출구,운영중,서울특별시 영등포구 당산로 111-2 영등포구청역 1번출구,37.524634999999996,126.896217
현대고등학교 건너편,운영중,서울특별시 강남구 압구정로 134 현대고등학교 건너편,37.524071,127.02179
교보타워 버스정류장(신논현역 3번출구 후면),운영중,서울특별시 강남구 봉은사로 지하 102 교보타워 버스정류장,37.505581,127.024277
논현역 7번출구,운영중,서울특별시 강남구 학동로 지하 102 논현역 7번출구,37.511517,127.021477
신영 ROYAL PALACE 앞,운영중,서울특별시 강남구 언주로 626 신영 ROYAL PALACE앞,37.512527,127.035835
MCM 본사 직영점 앞,운영중,서울특별시 강남구 언주로 734 MCM 본사 직영점 앞,37.520641,127.034508
압구정역 2번 출구 옆,운영중,서울특별시 강남구 압구정로 지하 172 압구정역 2번 출구 옆,37.527122,127.02871699999999
압구정 한양 3차 아파트,운영중,서울특별시 강남구 압구정로 321 압구정 한양 3차 아파트,37.528614000000005,127.038559
압구정파출소 앞,운영중,서울특별시 강남구 압구정로 311 압구정파출소 앞,37.529301000000004,127.035599
청담역(우리들병원 앞),운영중,서울특별시 강남구 학동로 443 강남구 청담동 77-76 (학동로 443 앞 도로),37.518902000000004,127.04938500000002
남부고용노동지청 남측,운영중,서울특별시 영등포구 양평동1가 115-2 남부고용노동지청 남측,37.524506,126.891823
청담동 맥도날드 옆(위치),운영중,서울특별시 강남구 학동로 지하 508 청담동 맥도날드 옆,37.523613,127.040176
학동로 래미안 아파트 앞,운영중,서울특별시 강남구 학동로 지하 508 학동로 래미안 아파트 앞,37.517773,127.043022
청담역 13번 출구 앞,운영중,서울특별시 강남구 영동대로 703 청담역 13번 출구 앞,37.520579999999995,127.05632800000001
금원빌딩 앞,운영중,서울특별시 강남구 도산대로 539 금원빌딩,37.525116,127.052467
청담나들목입구,운영중,서울특별시 강남구 영동대로128길 59 청담나들목입구,37.521275,127.061035
봉은사역 5번출구 옆,운영중,서울특별시 강남구 봉은사로 지하 601 봉은사역 5번출구 옆,37.514247999999995,127.06111899999999
삼성도로공원,운영중,서울특별시 강남구 영동대로112길 66 삼성도로공원,37.515888000000004,127.0662
삼성중앙역4번출구(문화센터더 리빌),운영중,서울특별시 강남구 봉은사로 531 삼성중앙역4번출구(문화센터더 라빌),37.513577000000005,127.055031
포스코4거리 서측(수협 삼성동 지점),운영중,서울특별시 강남구 테헤란로 435 포스코4거리 서측(수협 삼성동 지점),37.506607,127.05468
양평우림 이비즈센타 앞,운영중,서울특별시 영등포구 양평동3가 14-1 양평우림 이비즈센타 앞,37.52565,126.887817
도곡역 대치지구대 방향,운영중,서울특별시 강남구 남부순환로 지하 2814 대치지구대 방향,37.491928,127.056969
학여울역 사거리,운영중,서울특별시 강남구 남부순환로 지하 3104 학여울역 사거리,37.496117,127.06944299999999
삼성역 3번 출구,운영중,서울특별시 강남구 테헤란로 534 삼성역 3번 출구,37.508091,127.063103
주식회사 오뚜기 정문 앞,운영중,서울특별시 강남구 영동대로 308 주식회사 오뚜기 정문 앞,37.502213,127.06720700000001
천주교 대치 2동 교회 옆,운영중,서울특별시 강남구 도곡로 540 천주교 대치 2동 교회 옆,37.500439,127.066223
대치동 버거킹대치점,운영중,서울특별시 강남구 도곡로 447 대치동 버거킹대치점,37.49865,127.05931899999999
대치동 삼성로,운영중,서울특별시 강남구 삼성로 350 대치동 삼성로,37.502396000000005,127.0588
뱅뱅사거리 랜드마크타워 앞,운영중,서울특별시 강남구 강남대로 308 뱅뱅사거리 랜드마크타워 앞,37.490551,127.03146399999999
르네상스 호텔 사거리 역삼지하보도 7번출구 앞,운영중,서울특별시 강남구 언주로 506 역삼지하보도 7번출구 앞,37.503586,127.04264099999999
르네상스호텔사거리 역삼지하보도 2번출구,운영중,서울특별시 강남구 테헤란로 지하 156 역삼역 지하보도 2번출구,37.502357,127.04319
YP 센터 앞,운영중,서울특별시 영등포구 양평동3가 60-1 한국연예사관 건물 앞,37.528488,126.89164699999999
스타벅스 앞,운영중,서울특별시 강남구 도곡로 183 스타벅스 앞,37.492199,127.03945900000001
동영문화센터앞,운영중,서울특별시 강남구 언주로 337 동영문화센터앞,37.498051000000004,127.044601
선릉역3번출구,운영중,서울특별시 강남구 선릉로 435 선릉역 3번출구,37.504208,127.048965
양재역 3번출구 주변,운영중,서울특별시 강남구 강남대로 240 양재역 3번출구 주변,37.485157,127.03407299999999
삼호@ 2동 ( 간선도로),운영중,서울특별시 강남구 선릉로 지하 228 8.삼호@ 2동 ( 간선도로),37.493759000000004,127.045898
3호선 매봉역 3번출구앞,운영중,서울특별시 강남구 남부순환로 2748 3호선 매봉역 3번출구앞,37.486767,127.046761
강남세브란스교차로  래미안그레이튼 104동 앞,운영중,서울특별시 강남구 선릉로 지하 228 강남세브란스교차로 래미안그레이튼 104동 앞,37.494236,127.04746200000001
대모산입구역 2번출구 앞,운영중,서울특별시 강남구 영동대로 101 대모산입구역 2번출구 앞,37.492077,127.071976
현대아파트 정문 앞,운영중,서울특별시 강남구 언주로 107 현대아파트 정문 앞,37.483261,127.052299
영등포구민체육센터 앞,운영중,서울특별시 영등포구 신길동 399 영등포구민체육센터 앞,37.500462,126.905846
삼호물산버스정류장(23370) 옆,운영중,서울특별시 강남구 논현로 82 삼호물산버스정류장(23370) 옆,37.477509000000005,127.045174
일원역 4~5번 출구 사이,운영중,"서울특별시 강남구 일원로 127 일원역 4,5번 출구사이",37.483311,127.084938
대청역 1번출구  뒤,운영중,서울특별시 강남구 개포로 623 대청역1번출구 뒤,37.494007,127.07951399999999
세곡사거리 대왕파출소 앞,운영중,서울특별시 강남구 헌릉로 623 세곡사거리 대왕파출소 앞,37.465317,127.107727
리엔파크 2단지 앞,운영중,서울특별시 강남구 헌릉로590길 10 리엔파크 2단지 앞,37.465061,127.101196
두산건설 본사,운영중,서울특별시 강남구 언주로 726 두산건설 본사,37.518639,127.0354
포스코사거리(기업은행),운영중,서울특별시 강남구 테헤란로 501 포스코사거리(기업은행),37.507233,127.056854
역삼빌딩 앞(하나은행 옆),운영중,서울특별시 강남구 테헤란로 지하 156 역삼빌딩,37.501545,127.03856699999999
신길동 우리은행 옆,운영중,서울특별시 영등포구 신길동 250-4 신길동 우리은행 옆,37.504566,126.910233
래미안그레이튼102동앞,운영중,서울특별시 강남구 선릉로69길 19 102동 앞,37.494823,127.047905
청소년수련관(수영장)앞,운영중,서울특별시 강남구 광평로 144 청소년 수련관 수영장 앞,37.483878999999995,127.089027
서울본부세관(건설회관 앞),운영중,서울특별시 강남구 언주로 721 서울본부세관(건설회관 앞),37.517590000000006,127.035027
강남구청역 2번출구 뒤,운영중,서울특별시 강남구 학동로 342 강남구청역 2번출구 뒤,37.516811,127.040474
청담역 2번출구,운영중,서울특별시 강남구 영동대로 647 청담역 2번출구,37.519787,127.05676299999999
삼성역 5~6번 출구 사이,운영중,서울특별시 강남구 봉은사로 524 삼성역 5~6번 출구,37.509121,127.06230900000001
강남구청,운영중,서울특별시 강남구 학동로 지하 346 강남구청,37.51807,127.047119
르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),운영중,서울특별시 강남구 언주로89길 7 더 오번 빌딩 명동칼국수 앞,37.501948999999996,127.04276999999999
구룡초사거리 (현대아파트10동 앞 ),운영중,서울특별시 강남구 개포로 303 10동 앞,37.481384000000006,127.053917
"국립국악중,고교 정문 맞은편",운영중,"서울특별시 강남구 논현로10길 29 국립국악중,고교 정문 맞은편",37.475605,127.050377
문래동자이아파트 앞,운영중,서울특별시 영등포구 문래동3가 68-1 문래동자이아파트 앞,37.516155,126.89461499999999
도곡1동 주민센터 교차로,운영중,서울특별시 강남구 도곡로 205 도곡1동 주민센터 교차로,37.492809,127.041389
압구정역 교차로,운영중,서울특별시 강남구 신사동 580-7 압구정역 교차로,37.526844,127.028259
신사동 가로수길 입구,운영중,서울특별시 강남구 신사동 501-5 신사동 가로수길 입구,37.517635,127.022453
강남 을지병원 교차로,운영중,서울특별시 강남구 도산대로 172 강남 을지병원 교차로,37.51918,127.02746599999999
도산대로 렉서스 앞,운영중,서울특별시 강남구 도산대로 229 도산대로 렉서스 앞,37.52124,127.031898
K+ 타워 앞,운영중,서울특별시 강남구 도산대로 333 K+ 타워 앞,37.5233,127.038475
도곡동 경남아파트 건너편,운영중,서울특별시 강남구 도곡동 874-1 도곡동 경남아파트 건너편,37.489342,127.041298
KT선릉타워,운영중,서울특별시 강남구 대치동 1011 KT선릉타워,37.505428,127.052872
보라매 두산위브 건너편,운영중,서울특별시 영등포구 신길동 4490 보라매 두산위브 앞,37.496513,126.914803
한티역 3번출구,운영중,서울특별시 강남구 대치동 1026 한티역 3번출구,37.496552,127.054298
한국우편사업진흥원,운영중,서울특별시 강남구 언주로 651 한국우편사업진흥원,37.514748,127.035133
대치역 사거리,운영중,서울특별시 강남구 삼성로 156 대치역 사거리,37.494499,127.063797
개포동역 사거리,운영중,서울특별시 강남구 개포동 181-3 개포동역 사거리,37.489277,127.065575
수서역 1번출구 앞,운영중,서울특별시 강남구 수서동 728 수서역 1번출구 앞,37.48735,127.100998
수서역 6번출구 앞,운영중,서울특별시 강남구 수서동 740 수서역 6번출구 앞,37.486778,127.100517
수서역 5번출구 뒤,운영중,서울특별시 강남구 수서동 724-4 수서역 5번출구 뒤,37.486835,127.102753
제2구민체육센타 앞,운영중,서울특별시 영등포구 당산동4가 96-2 제2구민체육센타 앞,37.526385999999995,126.90275600000001
삼성동베이직하우스앞,운영중,서울특별시 강남구 봉은사로 456 삼성동베이직하우스앞,37.511696,127.049347
언주역 6번출구앞,운영중,서울특별시 강남구 논현로 566 언주역 6번출구앞,37.506367,127.034523
역삼동 sk뷰 501동앞,운영중,서울특별시 강남구 역삼로 315-1 역삼동 sk뷰 501동 앞,37.501343,127.050468
보금자리정원,운영중,서울특별시 강남구 헌릉로569길 39-6 보금자리정원,37.466328000000004,127.09488700000001
자곡사거리,운영중,서울특별시 강남구 밤고개로 206 자곡사거리,37.476028,127.105942
학동역,운영중,서울특별시 강남구 학동로 지하 180 학동역,37.51395,127.030151
sk 동우주유소 앞,운영중,서울특별시 강남구 봉은사로 지하 201 sk 동우주유소 앞,37.509586,127.04090900000001
래미안강남힐즈 사거리,운영중,서울특별시 강남구 자곡로 101 래미안강남힐즈 사거리,37.472454,127.09607700000001
강남구 도시관리공단,운영중,서울특별시 강남구 삼성로 628 강남구 도시관리공단,37.516785,127.05161299999999
경기여자고등학교 후문 (삼성로3길 입구),운영중,서울특별시 강남구 개포로 지하 420 경기여자고등학교 후문 (삼성로3길 입구),37.48616,127.06723799999999
유스호스텔 앞,운영중,서울특별시 영등포구 영등포동7가 58-2 유스호스텔 앞,37.525852,126.903282
구룡마을 입구 (래미안블레스티지 아파트),운영중,서울특별시 강남구 양재대로 478 구룡마을 입구 (래미안블레스티지 아파트),37.479568,127.064774
구룡마을 입구(개포1단지아파트),운영중,서울특별시 강남구 양재대로 478 구룡마을 입구(개포1단지아파트),37.479328,127.064278
구룡산 입구 (구룡산 서울둘레길 입구),운영중,서울특별시 강남구 양재대로 379 구룡산 입구 (구룡산 서울둘레길 입구),37.474579,127.05545
구룡사 앞 교차로 (보도육교),운영중,서울특별시 강남구 논현로2길 6 구룡사 앞 교차로 (보도육교),37.472,127.05133799999999
래미안강남포레스트 입구 (보도육교),운영중,서울특별시 강남구 언주로 21 래미안강남포레스트 입구 (보도육교),37.479092,127.055397
개포1단지아파트 입구 (보도육교),운영중,서울특별시 강남구 개포로 310 개포1단지아파트 입구 (보도육교),37.47929,127.055733
영동3교 북단(우성캐릭터 앞 보도),운영중,서울특별시 강남구 언주로 118 영동3교 북단(우성캐릭터 앞 보도),37.485741,127.051048
더라움,운영중,서울특별시 강남구 언주로 564 더라움,37.508109999999995,127.039452
문래역 4번출구 앞,운영중,서울특별시 영등포구 문래동3가 55-12 문래역 4번출구 앞,37.518738,126.895576
밀알학교 입구 (삼성서울병원 입구),운영중,서울특별시 강남구 일원로 90 밀알학교 입구 (삼성서울병원 입구),37.486561,127.082672
공무원연금매점 교차로 (개포주공9단지 입구),운영중,서울특별시 강남구 영동대로4길 10 공무원연금매점 교차로 (개포주공9단지 입구),37.48872,127.07453899999999
대모산입구역 4번 출구 앞,운영중,서울특별시 강남구 개포로 지하 522 대모산입구역 4번 출구 앞,37.49181,127.073158
청담공원앞 교차로,운영중,서울특별시 강남구 학동로 지하 346 청담공원앞 교차로,37.518710999999996,127.05085
논현동 광명빌딩 앞,운영중,서울특별시 강남구 도산대로 138 논현동 광명빌딩 앞,37.51757,127.02364299999999
삼성 세무서 앞 (역삼빌딩 앞),운영중,서울특별시 강남구 강남대로 지하 396 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),37.498470000000005,127.03011299999999
강남한양수자인아파트,운영중,서울특별시 강남구 자곡로 260 강남한양수자인아파트,37.477340999999996,127.113274
신길우성1차아파트 앞 공원,운영중,서울특별시 영등포구 도림동 255-2 신길우성1차아파트 앞 공원,37.505328999999996,126.89848300000001
신길선원가와인아파트 앞,운영중,서울특별시 영등포구 신길동 215-28 신길선원가와인아파트 앞,37.510933,126.910225
이앤씨드림타워 앞,운영중,서울특별시 영등포구 양평동3가 48-1 이앤씨드림타워 앞,37.527084,126.89138
영등포삼환아파트 앞,운영중,서울특별시 영등포구 영등포동8가 82-4 영등포삼환아파트 앞,37.530079,126.905708
삼성생명 당산사옥 앞,운영중,서울특별시 영등포구 당산동4가 35-24 삼성생명 당산사옥 앞,37.528263,126.896629
당산역 10번출구 앞,운영중,서울특별시 영등포구 당산동5가 14-4 당산역 10번출구 앞,37.533688,126.902107
초원아파트 앞,운영중,서울특별시 영등포구 여의도동8-13 초원아파트 앞,37.531055,126.92421000000002
여의도중학교 옆,운영중,서울특별시 영등포구 여의도동 8 여의도중학교 옆,37.52412,126.93654599999999
대림아파트 사거리,운영중,서울특별시 영등포구 신길동 249 우주마루아파트 201동 앞,37.507641,126.92308
서초 포레스타5단지,운영중,서울특별시 서초구 청계산로7길 43 서초 포레스타5단지,37.450661,127.05706
서초역1번출구 앞,운영중,서울특별시 서초구 서초대로 248 서초역1번출구 앞,37.491951,127.008553
반포1동 서초빌딩 앞,운영중,서울특별시 서초구 사평대로 349 반포1동 서초빌딩 앞,37.503811,127.02136200000001
신사역 4번출구 뒤,운영중,서울특별시 서초구 강남대로 605 신사역 4번출구 뒤,37.515881,127.019302
우성아파트사거리 (기업은행앞),운영중,서울특별시 서초구 강남대로 341 삼원빌딩,37.493259,127.029533
LG유플러스 (방배사옥),운영중,서울특별시 서초구 효령로 58 LG유플러스 (방배사옥),37.479092,126.990677
양재이스타빌 앞,운영중,서울특별시 서초구 논현로 151 도곡이스타빌,37.482979,127.042259
KT반포지사,운영중,서울특별시 서초구 사평대로 73 KT반포지사,37.498371,126.99246200000002
서울지방병무청 버스정류장,운영중,서울특별시 영등포구 신길동853 서울지방병무청 버스정류장,37.504494,126.921951
보라매역4번출구,운영중,서울특별시 영등포구 신길동4884 보라매역4번출구(순흥빌딩),37.499977,126.92003600000001
신풍역 5번출구 인근,운영중,서울특별시 영등포구 신길동3596 남서울아파트 14동앞,37.500648,126.90951499999998
도림4거리,운영중,서울특별시 영등포구 신길동373-1 도림4거리,37.506572999999996,126.901131
동아에코빌입구,운영중,서울특별시 영등포구 도림동 159-70 동아에코빌입구,37.509476,126.8993
신길삼거리(우리은행),운영중,서울특별시 영등포구 신길동95-256 신길삼거리(우리은행),37.513844,126.919357
신길역3번출구,운영중,서울특별시 영등포구 영등포동1가35 신길역3번출구,37.517693,126.914299
대방역6번출구,운영중,서울특별시 영등포구 신길동1368 대방역6번출구,37.513591999999996,126.92593400000001
여의도 마리나선착장 앞,운영중,서울특별시 영등포구 여의서로 160 여의도 마리나선착장 앞,37.533817,126.91249099999999
석촌호수 서호사거리,운영중,서울특별시 송파구 삼학사로 136 석촌호수 서호사거리,37.506747999999995,127.098831
송파 글마루 도서관,운영중,서울특별시 송파구 충민로 120 송파 글마루 도서관,37.480801,127.13034099999999
삼표레미콘 앞,운영중,서울특별시 송파구 토성로 2 삼표레미콘 앞,37.531310999999995,127.111282
복정역 1번 출구 앞,운영중,서울특별시 송파구 송파대로 지하 6 복정역 1번 출구 앞,37.471298,127.12709
위례동주민센터 맞은편 근린공원,운영중,서울특별시 송파구 마천로44길 15 위례동주민센터 맞은편 근린공원,37.481739000000005,127.143227
복정역 2번출구 후문 (장지치안센터),운영중,서울특별시 송파구 송파대로 지하 6 복정역 2번출구 후문 (장지치안센터),37.47065,127.127113
송파구청,운영중,서울특별시 송파구 올림픽로 326 송파구청,37.514359000000006,127.10619399999999
영문초등학교 사거리,운영중,서울특별시 영등포구 문래로 56 영문초등학교 사거리,37.519928,126.889183
근로자회관 사거리,운영중,서울특별시 영등포구 선유로 34 근로자회관 사거리,37.517151,126.888626
교보생명보험 앞,운영중,서울특별시 영등포구 영등포로 96 교보생명보험 앞,37.521931,126.891617
영등포유통상가 사거리,운영중,서울특별시 영등포구 영등포로 124 영등포유통상가 사거리,37.521133,126.89653799999999
영등포청과시장 사거리,운영중,서울특별시 영등포구 영등포로 177 영등포청과시장 사거리,37.520294,126.901192
삼성화재 사옥 옆,운영중,서울특별시 영등포구 양평로 76 삼성화재 사옥 옆,37.535961,126.8983
그랜드컨벤션센터 앞,운영중,서울특별시 영등포구 양평로 58 그랜드컨벤션센터 앞,37.534718,126.900002
